"x","year","gfn2gdp","efn2gdp","fcd2g_dweo","grossdebt2gdpweo","externdebt2gdp","credit2privat","stdebt2extdebt","ca2gdp","debtserv2res","int_exp2rev","inter_extdeb2gdp","debtserv2expor","crisis","country_1","country_2","country_3","country_4","country_5","country_6","country_7","country_8","country_9","country_10","country_11","country_12","country_13","country_14","country_15","country_16","country_17","country_18","country_19","country_20","country_21","country_22","country_23","country_24","country_25","country_26","country_27","country_28","country_29","country_30","country_31","country_32","country_33","country_34","country_35","country_36","country_37","country_38","country_39","country_40","country_41","country_42","country_43","country_44","country_45","country_46","country_47","country_48","country_49","country_50","country_51","country_52","country_53","country_54","country_55","country_56","country_57","country_58","country_59","country_60","country_61","country_62","country_63","country_64","country_65","country_66","country_67","country_68","country_69","country_70","country_71","country_72","country_73","country_74","country_75","country_76","country_77","country_78","country_79","country_80","country_81","country_82","country_83","country_84","country_85","country_86","country_87","country_88","country_89","country_90","country_91","country_92","country_93","country_94","country_95","country_96","country_97","country_98","country_99","country_100","country_101","country_102","country_103","country_104","country_105","country_106","country_107","country_108","country_109","country_110","country_111","country_112","country_113","country_114","country_115","country_116","gfn2gdp_growth","efn2gdp_growth","fcd2g_dweo_growth","grossdebt2gdpweo_growth","externdebt2gdp_growth","credit2privat_growth","stdebt2extdebt_growth","ca2gdp_growth","debtserv2res_growth","int_exp2rev_growth","inter_extdeb2gdp_growth","debtserv2expor_growth"
31,2005,-4.08094755808513,-7.92972421646118,53.7907791137695,0.351932853460312,25.5734481811523,11.2223253250122,0,13.0277719497681,13.9410810470581,3.84820103645325,1.94546186923981,17.6400604248047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58976459067478,-0.0686409394732769,-0.0334072853663059,-0.165010533437246,-0.256838431189008,-0.0801215783516616,NA,0.00375900541469298,-0.0124317825700354,-0.34245299099198,-0.185024882141169,-0.0125359256074334
32,2006,-7.02506637573242,-16.2047004699707,47.7394371032715,0.262883305549622,16.6591682434082,10.9977798461914,0,20.5264759063721,10.8935565948486,2.37712597846985,1.60855162143707,12.5307121276855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721430201134155,1.04353897154855,-0.112497757240125,-0.253029937487017,-0.348575595852341,-0.0200088192346676,NA,0.575593738170824,-0.218600296628544,-0.382276041206838,-0.173177512820841,-0.289644602913865
33,2007,2.55920386314392,-13.7403898239136,8.07696437835693,0.23637992143631,4.47246170043945,11.9291496276855,0,24.7378215789795,17.5237846374512,1.88334584236145,0.649421215057373,23.7787857055664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3642960402459,-0.152073816521558,-0.830811486928834,-0.100818057114353,-0.731531512552606,0.0846870727110145,NA,0.205166522096474,0.60863759093498,-0.207721484086529,-0.596269584138566,0.897640410478284
34,2008,10.6265172958374,-21.7222099304199,12.5707721710205,0.13499803841114,3.94140958786011,12.1170978546143,0,22.6705150604248,1.37048470973969,2.16061854362488,0.17039929330349,2.37870192527771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15227463856005,0.580902012882844,0.556373357879998,-0.428893801170357,-0.118738213571995,0.0157553750933357,NA,-0.0835686566803984,-0.921792881041762,0.147223465296085,-0.737613602154288,-0.899965374400053
35,2009,-3.53073501586914,-19.4031105041504,17.5574531555176,0.0806176140904427,3.02045559883118,12.9901027679443,0,20.1457958221436,1.01834332942963,1.16954863071442,0.109502069652081,1.77535367012024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33225702434533,-0.106761670828982,0.396688518147907,-0.402823811077022,-0.2336610718829,0.0720473601686424,NA,-0.11136576436627,-0.256946595469092,-0.45869730954347,-0.357379555224728,-0.253646011190339
36,2010,15.2898693084717,0.349327802658081,16.1830368041992,0.0977031886577606,4.07650995254517,12.7958002090454,0,0.299582242965698,0.711405575275421,1.02064549922943,0.124039143323898,2.1991720199585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33050603904011,-1.01800370113768,-0.0782810775084676,0.211933518004516,0.349634126097616,-0.0149577383928329,NA,-0.985129292205155,-0.301408911202984,-0.127316750731458,0.132756154454489,0.238723335508441
37,2011,4.95336532592773,-7.18268489837646,11.9907073974609,0.104930117726326,3.38570261001587,16.2658042907715,0,7.54098796844482,0.423874914646149,0.744140923023224,0.0682351216673851,1.13357448577881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67603612392009,-21.5614464228798,-0.25905702727256,0.0739682007091929,-0.16946048226817,0.271183046393074,NA,24.1716787143097,-0.404172627573174,-0.270911473587022,-0.449890414921639,-0.484544876212002
38,2012,5.39003992080688,-9.30376052856445,10.0506458282471,0.0925723314285278,2.15230274200439,15.2082414627075,0,9.88852691650391,0.77487051486969,0.645508587360382,0.120349176228046,1.8425281047821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881571550140741,0.29530400681609,-0.161797090438941,-0.117771585180426,-0.364296575949325,-0.0650175551825606,NA,0.311303897829082,0.828064101213805,-0.132545237886028,0.763742384965523,0.625414234262884
39,2013,6.62043190002441,-5.46391487121582,6.75818920135498,0.0933166816830635,1.71852743625641,13.7155113220215,0,5.87987422943115,0.626691102981567,0.662908256053925,0.155698299407959,1.57870697975159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228271403792004,-0.412719743329541,-0.327586573356185,0.00804074222879825,-0.201540098092344,-0.0981527117613429,NA,-0.405384211513075,-0.19123119159211,0.0269549763306687,0.293721355540735,-0.143184315259993
40,2014,2.21232748031616,-0.185417398810387,7.40333604812622,0.0760084092617035,1.57135879993439,14.0253067016602,0,0.398065030574799,2.47099089622498,0.742050528526306,0.0317760407924652,6.95980739593506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665833360462781,-0.966065101089482,0.0954614953132551,-0.185478867327763,-0.085636477612839,0.0225872278739814,NA,-0.932300417484727,2.94291682851233,0.119386463737063,-0.79591273049678,3.40854920210095
41,2015,9.48152637481689,4.52123880386353,6.27064943313599,0.0767327472567558,1.70004677772522,16.4978904724121,0,-4.41308975219727,3.08884453773499,0.658723473548889,0.0209046453237534,8.6236572265625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28576983253035,-25.384112995173,-0.152996785182663,0.00952970864787317,0.0818959856884411,0.176294452830702,NA,-12.0863537694453,0.250042864364222,-0.112292966279402,-0.342125551125605,0.239065499369886
42,2016,17.3565578460693,16.6814994812012,5.54751539230347,0.0875278562307358,1.82073640823364,18.351978302002,0,-16.4519824981689,3.78851771354675,0.83361804485321,0.0748706161975861,14.2062320709229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83056579288422,2.68958601942157,-0.115320438264538,0.140684510328535,0.0709919468627291,0.112383327595141,NA,2.7279963522105,0.226516151028057,0.265505296725001,2.58153008759793,0.647355837285017
43,2017,15.2495517730713,16.6500091552734,4.87925386428833,0.205786168575287,2.42001032829285,21.7254695892334,0,-16.6448402404785,3.99575233459473,0.934495508670807,0.0170747265219688,13.8897371292114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121395387938353,-0.0018877395262471,-0.120461410335566,1.35109343970228,0.329138208775964,0.183821669343596,NA,0.0117224621610821,0.0547007132385726,0.121011612500974,-0.771943555574485,-0.0222785985848579
44,1990,14.835277557373,15.4987897872925,2.43962693214417,0.457634180784225,96.956413269043,12.7533783912659,0.0370068624615669,-1.29311323165894,81.6197420756022,4.53661039471626,0,17.5845494270325,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2003,14.4210033416748,14.3475704193115,0,0.709482192993164,66.9185943603516,3.78128719329834,0.0740137249231339,-1.20100212097168,159.24373181661,8.13872528076172,1.38532841205597,21.2793617248535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279249386535644,-0.0742780167858555,-1,0.550326052519414,-0.309807447448988,-0.703507017725754,1,-0.071232053336185,0.951044291087154,0.794010191009745,Inf,0.210116973036629
46,2004,15.4400568008423,14.3381004333496,100,0.686924338340759,64.8051605224609,4.33009624481201,0.0714937224984169,-5.0712628364563,236.867721557617,4.81227445602417,0.738228678703308,14.6219902038574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706645324893969,-0.000660041086061991,Inf,-0.0317948144085727,-0.0315821612526699,0.145138156257038,-0.0340477719143858,3.22252612872437,0.487453972947593,-0.408718897614175,-0.467109262844251,-0.312855789899963
47,2005,11.2751216888428,6.69594287872314,100,0.519537329673767,50.4756050109863,5.13251733779907,0.0768476128578186,3.46847128868103,158.134948730469,6.19800901412964,0.943097233772278,15.8113317489624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269748691065198,-0.532996514437243,0,-0.24367604891,-0.221117506629863,0.185312530627572,0.0748861602432334,-1.68394626753456,-0.332391312372197,0.287958338779028,0.277513676966356,0.0813392382653368
48,2006,-3.39484357833862,-10.1784200668335,100,0.357366353273392,38.558967590332,5.46670627593994,0.0593316070735455,18.1976947784424,79.2459335327148,4.47432422637939,0.95359867811203,10.4313163757324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30109152451081,-2.52008764877254,0,-0.312144993512222,-0.236087064594086,0.0651120914253309,-0.227931683664407,4.24660383893865,-0.498871475477665,-0.278102981751196,0.0111350600592344,-0.340263265526829
49,2007,-7.41604900360107,-16.1794891357422,100,0.186965614557266,18.7207069396973,5.62400102615356,0.0509070865809917,25.5801582336426,58.8417129516602,3.16542100906372,2.11399102210999,14.430082321167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18450389022942,0.589587483077383,0,-0.476823677314036,-0.514491489020283,0.0287732214379084,-0.141990431543696,0.405681243975238,-0.257479717525585,-0.292536515257151,1.2168560743974,0.38334240870475
50,2008,1.95673739910126,-11.0849895477295,100,0.160655647516251,16.4259948730469,8.14961338043213,0.0326691977679729,17.5044574737549,39.3775215148926,2.52545976638794,0.874338507652283,9.86206245422363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26385173535815,-0.314873945973882,0,-0.140720886582902,-0.122576143841259,0.449077505948805,-0.358258349434373,-0.315701751573478,-0.330789000870146,-0.202172551721665,-0.586403869028923,-0.316562287398921
51,2009,6.53164052963257,-6.73183917999268,100,0.166465148329735,16.61647605896,10.6219625473022,0.0265625659376383,8.54646015167236,11.6555786132812,3.81223630905151,0.60928076505661,3.17603754997253,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33802611052081,-0.392706763411289,0,0.0361611988330293,0.0115963256646112,0.303370117263038,-0.186923225776951,-0.511755210666403,-0.704004260174854,0.509521695728298,-0.303152314893906,-0.677954021816975
52,2012,-0.847705364227295,-11.1843099594116,58.389575958252,0.338008671998978,19.4591636657715,20.2158794403076,0.00529805943369865,12.5673789978027,6.80797243118286,1.98168814182281,0.393113851547241,2.71784853935242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1297844485442,0.661404804893718,-0.416104240417481,1.03050713852397,0.171076442244725,0.903215093282552,-0.800544139969871,0.47047769190658,-0.415904378747414,-0.480176992932566,-0.354790313279107,-0.144264355635241
53,2013,3.98597741127014,-10.5066604614258,63.93359375,0.298537850379944,19.0153064727783,20.1794261932373,0.00490949582308531,12.1601819992065,6.59489011764526,2.08327865600586,0.338737100362778,2.95049548149109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.70207878760265,-0.0605892987985008,0.0949487592736069,-0.116774582692225,-0.0228096746919245,-0.00180319867745304,-0.0733407421105663,-0.0324011075553132,-0.0312989389559816,0.0512646324308115,-0.13832316254043,0.0855996714938738
54,2014,8.10849857330322,-5.05188179016113,72.5451965332031,0.328740119934082,23.5934181213379,22.2621841430664,0.00362966838292778,6.6833701133728,7.617356300354,2.04398775100708,0.332862466573715,3.52740716934204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0342560272361,-0.519173403508313,0.134696053797275,0.101167304298937,0.240759288056358,0.103211951117178,-0.260684087791573,-0.450388973305754,0.155039153718882,-0.01886012938572,-0.0173427527801677,0.195530442757838
55,2015,13.2900266647339,5.30655193328857,70.4083404541016,0.406758725643158,27.3694438934326,23.3879146575928,0.00301342876628041,-2.95708394050598,13.3866281509399,3.39558434486389,0.578205049037933,6.10130977630615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639024357541426,-2.05041094659488,-0.0294555143719757,0.237326085190697,0.160045727697238,0.0505669393125103,-0.169778489832807,-1.44245401501693,0.75738505894989,0.661254742446903,0.737068931170361,0.729686844585116
56,2017,14.2940510836515,7.34674406051636,59.2854766845703,0.798201143741608,46.6810760498047,27.2242279052734,0.00231313984841108,-5.0694899559021,15.5500450134277,16.2208557128906,1.46080768108368,13.3811473846436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755472087638338,0.384466627835947,-0.157976508149374,0.962345472686565,0.705590958718966,0.16402972662786,-0.232389404954716,0.714354430883916,0.161610290365456,3.77704396812467,1.52645265466688,1.19315980916228
57,1990,15.298075502569,7.77040725946426,66.311107635498,0.889454394578934,67.8373413085938,38.3199501037598,0.00115656992420554,-4.65288183268379,16.4080419540405,17.783127784729,2.35954093933105,12.9248711642097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1991,16.3020999214866,8.19407045841217,73.3367385864258,0.98070764541626,71.9308471679688,39.5563316345215,0,-4.23627370946548,17.2660388946533,19.3453998565674,0.652422189712524,12.4685949437758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656307663502484,0.0545226504610667,0.105949533968676,0.102594637109557,0.0603429583236987,0.0322646957371797,-1,-0.0895376539098591,0.0522912449283144,0.0878513662360316,-0.723496134846683,-0.0353021871271978
59,1992,17.3061243404042,8.61773365736008,75.356315612793,0.990746140480042,74.6512908935547,40.5530853271484,0,-3.81966558624716,18.1240358352661,14.626651763916,0.596469759941101,12.012318723342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615886556795202,0.051703631436677,0.0275384079697949,0.0102359710467241,0.0378202653339159,0.0251983349173124,NA,-0.0983430608573398,0.0496927492083019,-0.243920938705717,-0.0857610771884959,-0.0365940366570027
60,1993,18.3101487593217,9.04139685630798,76.535530090332,0.954794228076935,73.085075378418,42.0916519165039,0,-3.40305746302885,18.9820327758789,14.5199880599976,0.601927876472473,11.5560425029081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580155556015221,0.0491617884460924,0.0156485155616986,-0.0362877138089956,-0.0209804210535353,0.0379395692570268,NA,-0.109069266356281,0.0473402805209249,-0.00729242109814887,0.00915070117202754,-0.0379840254777148
61,1994,19.3141731782393,9.46506005525589,76.6070098876953,0.90146541595459,69.0618133544922,45.0346717834473,0,-2.98644933981054,22.7650299072266,15.8685865402222,0.745578765869141,11.0997662824743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548343124960367,0.046858157614476,0.000933942670533705,-0.0558537227751735,-0.0550490233894436,0.0699193244489751,NA,-0.122421712752248,0.199293572822972,0.0928787595865859,0.238651331848122,-0.0394837783193535
